SampleID	SampleType	subject_id	sow_id	host_species	study_day	current_antibiotics	sow_parity	type_of_antibiotic	date_collected	pen_id	mass_g	plate_row	plate_col	plate	tube_id_aliquot	tube_id	extract_id	extract_date	dna_ng_ul	nextera_date	udi	dna_coord	index_coord	lib_ng_ul	reprep	reprep_ng_ul	final_lib_ng_ul	miniseq_pct
Pig-55450-crpfdr-D14_S379	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55450	NA	H	9	4	NA	726	P4.72	6/17/22	39.7	8/10/22	Set D REF 20026933	H09	H09	1.4	No	NA	1.4	0.16
Pig-55450-Feces-D14-718-B_S30	Feces	55450	55450	Pig	Day 14	No	3	NA	9/12/20	55450	0.243	C	6	1	718.B	718	P1.43	6/8/22	441.5	7/14/22	Set A REF 20025019	C06	C06	8.1	No	NA	8.1	0.25
Pig-55450-Feces-D2-676-A_S89	Feces	55450	55450	Pig	Day 2	No	3	NA	8/31/20	55450	0.127	H	5	1	676.A	676	P1.40	6/8/22	219.6	7/14/22	Set A REF 20025019	H05	H05	1.1	No	NA	1.1	0.26
Pig-55450-Feces-D21-733-A_S42	Feces	55450	55450	Pig	Day 21	No	3	NA	9/19/20	55450	0.358	D	6	1	733.A	733	P1.44	6/8/22	323.2	7/14/22	Set A REF 20025019	D06	D06	0	Yes	4.1	4.1	0.19
Pig-55450-Feces-D4-690-B_S6	Feces	55450	55450	Pig	Day 4	No	3	NA	9/2/20	55450	0.175	A	6	1	690.B	690	P1.41	6/8/22	188.7	7/14/22	Set A REF 20025019	A06	A06	4.3	No	NA	4.3	0.5
Pig-55450-Feces-D7-704-B_S18	Feces	55450	55450	Pig	Day 7	No	3	NA	9/5/20	55450	0.263	B	6	1	704.B	704	P1.42	6/8/22	174	7/14/22	Set A REF 20025019	B06	B06	0	Yes	1.9	1.9	0.2
Pig-55450-Feed-D2_S311	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/31/20	55450	NA	B	11	4	NA	669	P4.82	6/17/22	520.7	8/10/22	Set D REF 20026933	B11	B11	6.8	No	NA	6.8	0.36
Pig-55450-Floor-D14_S336	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55450	NA	D	12	4	NA	725	P4.92		1.32	8/10/22	Set D REF 20026933	D12	D12	0.1	Yes	0.2	0.2	0.01
Pig-55450-vaginalswab-D1_S332	Vaginal swab	55450	55450	Pig	Day 1	No	3	NA	8/30/20	55450	NA	D	8	4	NA	668	P4.60	6/17/22	482.6	8/10/22	Set D REF 20026933	D08	D08	6.7	No	NA	6.7	0.11
Pig-55450-vaginalswab-Dneg1_S320	Vaginal swab	55450	55450	Pig	Day -1	No	3	NA	8/28/20	55450	NA	C	8	4	NA	667	P4.59	6/17/22	599.3	8/10/22	Set D REF 20026933	C08	C08	5.2	No	NA	5.2	0.49
Pig-55463-1-RecSwb-D2_S218	Rectal swab	55463.1	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	C	2	3	NA	522	P3.11	6/14/22	15.8	8/2/22	Set C REF 20026934	C02	C02	4.5	No	NA	4.5	0.23
Pig-55463-1-RecSwb-D4_S195	Rectal swab	55463.1	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	A	3	3	NA	536	P3.17	6/14/22	2.7	8/2/22	Set C REF 20026934	A03	A03	8.6	No	NA	8.6	0.2
Pig-55463-2-RecSwb-D14_S244	Rectal swab	55463.2	55463	Pig	Day 14	No	3	NA	9/12/20	55463	NA	E	4	3	NA	565	P3.29	6/14/22	111.2	8/2/22	Set C REF 20026934	E04	E04	6.5	No	NA	6.5	0.19
Pig-55463-2-RecSwb-D2_S230	Rectal swab	55463.2	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	D	2	3	NA	523	P3.12	6/14/22	0.9	8/2/22	Set C REF 20026934	D02	D02	5.2	No	NA	5.2	0.15
Pig-55463-2-RecSwb-D21_S209	Rectal swab	55463.2	55463	Pig	Day 21	No	3	NA	9/19/20	55463	NA	B	5	3	NA	580	P3.34	6/14/22	157.9	8/2/22	Set C REF 20026934	B05	B05	3.9	No	NA	3.9	0.13
Pig-55463-2-RecSwb-D4_S207	Rectal swab	55463.2	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	B	3	3	NA	537	P3.18	6/14/22	136.2	8/2/22	Set C REF 20026934	B03	B03	4.5	No	NA	4.5	0.12
Pig-55463-2-RecSwb-D7_S267	Rectal swab	55463.2	55463	Pig	Day 7	No	3	NA	9/5/20	55463	NA	G	3	3	NA	551	P3.23	6/14/22	-0.4	8/2/22	Set C REF 20026934	G03	G03	7.6	No	NA	7.6	0.46
Pig-55463-3-RecSwb-D14_S256	Rectal swab	55463.3	55463	Pig	Day 14	No	3	NA	9/12/20	55463	NA	F	4	3	NA	566	P3.30	6/14/22	15.1	8/2/22	Set C REF 20026934	F04	F04	11.1	No	NA	11.1	0.18
Pig-55463-3-RecSwb-D2_S242	Rectal swab	55463.3	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	E	2	3	NA	524	P3.13	6/14/22	113.6	8/2/22	Set C REF 20026934	E02	E02	6.5	No	NA	6.5	0.17
Pig-55463-3-RecSwb-D21_S221	Rectal swab	55463.3	55463	Pig	Day 21	No	3	NA	9/19/20	55463	NA	C	5	3	NA	581	P3.35	6/14/22	86.3	8/2/22	Set C REF 20026934	C05	C05	11.2	No	NA	11.2	0.34
Pig-55463-3-RecSwb-D4_S219	Rectal swab	55463.3	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	C	3	3	NA	538	P3.19	6/14/22	29.9	8/2/22	Set C REF 20026934	C03	C03	4.5	No	NA	4.5	0.2
Pig-55463-3-RecSwb-D7_S279	Rectal swab	55463.3	55463	Pig	Day 7	No	3	NA	9/5/20	55463	NA	H	3	3	NA	552	P3.24	6/14/22	6.7	8/2/22	Set C REF 20026934	H03	H03	0.9	Yes	9	9	0.23
Pig-55463-4-RecSwb-D14_S268	Rectal swab	55463.4	55463	Pig	Day 14	Yes	3	Excede	9/12/20	55463	NA	G	4	3	NA	567	P3.31	6/14/22	121.7	8/2/22	Set C REF 20026934	G04	G04	7.5	No	NA	7.5	0.16
Pig-55463-4-RecSwb-D2_S254	Rectal swab	55463.4	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	F	2	3	NA	525	P3.14	6/14/22	63	8/2/22	Set C REF 20026934	F02	F02	10.6	No	NA	10.6	0.24
Pig-55463-4-RecSwb-D21_S233	Rectal swab	55463.4	55463	Pig	Day 21	Yes	3	Excede	9/19/20	55463	NA	D	5	3	NA	582	P3.36	6/14/22	15.9	8/2/22	Set C REF 20026934	D05	D05	4.1	No	NA	4.1	0.16
Pig-55463-4-RecSwb-D4_S231	Rectal swab	55463.4	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	D	3	3	NA	539	P3.20	6/14/22	-0.5	8/2/22	Set C REF 20026934	D03	D03	7.5	No	NA	7.5	0.54
Pig-55463-4-RecSwb-D7_S196	Rectal swab	55463.4	55463	Pig	Day 7	Yes	3	Excede	9/5/20	55463	NA	A	4	3	NA	553	P3.25	6/14/22	13	8/2/22	Set C REF 20026934	A04	A04	5.3	No	NA	5.3	0.2
Pig-55463-5-RecSwb-D14_S280	Rectal swab	55463.5	55463	Pig	Day 14	No	3	NA	9/12/20	55463	NA	H	4	3	NA	568	P3.32	6/14/22	29.8	8/2/22	Set C REF 20026934	H04	H04	6.1	No	NA	6.1	0.32
Pig-55463-5-RecSwb-D2_S266	Rectal swab	55463.5	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	G	2	3	NA	526	P3.15	6/14/22	0.7	8/2/22	Set C REF 20026934	G02	G02	9.4	No	NA	9.4	0.16
Pig-55463-5-RecSwb-D21_S245	Rectal swab	55463.5	55463	Pig	Day 21	No	3	NA	9/19/20	55463	NA	E	5	3	NA	583	P3.37	6/14/22	197.4	8/2/22	Set C REF 20026934	E05	E05	10.2	No	NA	10.2	0.06
Pig-55463-5-RecSwb-D4_S243	Rectal swab	55463.5	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	E	3	3	NA	540	P3.21	6/14/22	29.7	8/2/22	Set C REF 20026934	E03	E03	7.5	No	NA	7.5	0.2
Pig-55463-5-RecSwb-D7_S220	Rectal swab	55463.5	55463	Pig	Day 7	No	3	NA	9/5/20	55463	NA	C	4	3	NA	554	P3.27	6/14/22	63.3	8/2/22	Set C REF 20026934	C04	C04	1.4	No	NA	1.4	0.15
Pig-55463-6-RecSwb-D14_S197	Rectal swab	55463.6	55463	Pig	Day 14	No	3	NA	9/12/20	55463	NA	A	5	3	NA	569	P3.33	6/14/22	240.1	8/2/22	Set C REF 20026934	A05	A05	7.4	No	NA	7.4	0.17
Pig-55463-6-RecSwb-D2_S278	Rectal swab	55463.6	55463	Pig	Day 2	No	3	NA	8/31/20	55463	NA	H	2	3	NA	527	P3.16	6/14/22	3.3	8/2/22	Set C REF 20026934	H02	H02	3.8	No	NA	3.8	0.15
Pig-55463-6-RecSwb-D21_S257	Rectal swab	55463.6	55463	Pig	Day 21	No	3	NA	9/19/20	55463	NA	F	5	3	NA	584	P3.38	6/14/22	51.5	8/2/22	Set C REF 20026934	F05	F05	9.7	No	NA	9.7	0.15
Pig-55463-6-RecSwb-D4_S255	Rectal swab	55463.6	55463	Pig	Day 4	No	3	NA	9/2/20	55463	NA	F	3	3	NA	541	P3.22	6/14/22	-0.3	8/2/22	Set C REF 20026934	F03	F03	8.4	No	NA	8.4	0.47
Pig-55463-6-RecSwb-D7_S232	Rectal swab	55463.6	55463	Pig	Day 7	No	3	NA	9/5/20	55463	NA	D	4	3	NA	555	P3.28	6/14/22	-0.5	8/2/22	Set C REF 20026934	D04	D04	8.7	No	NA	8.7	0.44
Pig-55463-crpfdr-D14_S333	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55463	NA	D	9	4	NA	578	P4.68	6/17/22	-0.2	8/10/22	Set D REF 20026933	D09	D09	7.5	No	NA	7.5	0.69
Pig-55463-Feces-D14-570-C_S40	Feces	55463	55463	Pig	Day 14	No	3	NA	9/12/20	55463	0.1902	D	4	1	570.C	570	P1.28	6/8/22	203.4	7/14/22	Set A REF 20025019	D04	D04	0	Yes	8.8	8.8	0.36
Pig-55463-Feces-D2-528-B_S4	Feces	55463	55463	Pig	Day 2	No	3	NA	8/31/20	55463	0.3566	A	4	1	528.B	528	P1.25	6/7/22	21.5	7/14/22	Set A REF 20025019	A04	A04	4.1	No	NA	4.1	0.8
Pig-55463-Feces-D21-585-B_S4	Feces	55463	55463	Pig	Day 21	No	3	NA	9/19/20	55463	0.2814	E	4	1	585.B	585	P1.29	6/8/22	25.1	7/14/22	Set A REF 20025019	E04	E04	11.8	No	NA	11.8	0.21
Pig-55463-Feces-D4-542-A_S16	Feces	55463	55463	Pig	Day 4	No	3	NA	9/2/20	55463	0.1854	B	4	1	542.A	542	P1.26	6/7/22	34	7/14/22	Set A REF 20025019	B04	B04	8.2	No	NA	8.2	0.53
Pig-55463-Feces-D7-556-B_S28	Feces	55463	55463	Pig	Day 7	No	3	NA	9/5/20	55463	0.2422	C	4	1	556.B	556	P1.27	6/8/22	81.3	7/14/22	Set A REF 20025019	C04	C04	0.1	Yes	8.6	8.6	0.57
Pig-55463-Feed-D2_S369	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/31/20	55463	NA	G	10	4	NA	521	P4.79	6/17/22	-0.1	8/10/22	Set D REF 20026933	G10	G10	2.4	No	NA	2.4	0.18
Pig-55463-Floor-D14_S300	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/12/20	55463	NA	A	12	4	NA	577	P4.89		3.23	8/10/22	Set D REF 20026933	A12	A12	0.1	Yes	0.4	0.4	0.06
Pig-55463-vaginalswab-D1_S343	Vaginal swab	55463	55463	Pig	Day 1	No	3	NA	8/30/20	55463	NA	E	7	4	NA	520	P4.53	6/17/22	456.9	8/10/22	Set D REF 20026933	E07	E07	2.7	No	NA	2.7	0.18
Pig-55463-vaginalswab-Dneg1_S331	Vaginal swab	55463	55463	Pig	Day -1	No	3	NA	8/28/20	55463	NA	D	7	4	NA	519	P4.52	6/17/22	179.9	8/10/22	Set D REF 20026933	D07	D07	3.9	No	NA	3.9	1.2
Pig-55532-1-RecSwb-D14_S176	Rectal swab	55532.1	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	G	8	2	NA	342	P2.63	6/14/22	59.2	7/19/22	Set B REF 20026930	G08	G08	8.6	No	NA	8.6	0.24
Pig-55532-1-RecSwb-D2_S138	Rectal swab	55532.1	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	D	6	2	NA	300	P2.44	6/13/22	244.5	7/19/22	Set B REF 20026930	D06	D06	1.2	No	NA	1.2	0.2
Pig-55532-1-RecSwb-D21_S153	Rectal swab	55532.1	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	E	9	2	NA	357	P2.69	6/14/22	9.7	7/19/22	Set B REF 20026930	E09	E09	10	No	NA	10	0.26
Pig-55532-1-RecSwb-D4_S115	Rectal swab	55532.1	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	B	7	2	NA	314	P2.50	6/13/22	154.6	7/19/22	Set B REF 20026930	B07	B07	13.7	No	NA	13.7	0.3
Pig-55532-1-RecSwb-D7_S104	Rectal swab	55532.1	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	A	8	2	NA	328	P2.57	6/14/22	30.9	7/19/22	Set B REF 20026930	A08	A08	5.6	No	NA	5.6	0.24
Pig-55532-2-RecSwb-D14_S188	Rectal swab	55532.2	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	H	8	2	NA	343	P2.64	6/14/22	50.8	7/19/22	Set B REF 20026930	H08	H08	0.1	Yes	7	7	0.18
Pig-55532-2-RecSwb-D2_S150	Rectal swab	55532.2	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	E	6	2	NA	301	P2.45	6/13/22	115.9	7/19/22	Set B REF 20026930	E06	E06	0.2	Yes	0.2	0.2	0.07
Pig-55532-2-RecSwb-D21_S177	Rectal swab	55532.2	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	G	9	2	NA	358	P2.71	6/14/22	9.2	7/19/22	Set B REF 20026930	G09	G09	11.6	No	NA	11.6	0.24
Pig-55532-2-RecSwb-D4_S127	Rectal swab	55532.2	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	C	7	2	NA	315	P2.51	6/13/22	284.7	7/19/22	Set B REF 20026930	C07	C07	10.4	No	NA	10.4	0.2
Pig-55532-2-RecSwb-D7_S116	Rectal swab	55532.2	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	B	8	2	NA	329	P2.58	6/14/22	12	7/19/22	Set B REF 20026930	B08	B08	12.4	No	NA	12.4	0.29
Pig-55532-3-RecSwb-D14_S105	Rectal swab	55532.3	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	A	9	2	NA	344	P2.65	6/14/22	25.3	7/19/22	Set B REF 20026930	A09	A09	7.2	No	NA	7.2	0.38
Pig-55532-3-RecSwb-D2_S162	Rectal swab	55532.3	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	F	6	2	NA	302	P2.46	6/13/22	278.4	7/19/22	Set B REF 20026930	F06	F06	4.1	No	NA	4.1	0.15
Pig-55532-3-RecSwb-D21_S189	Rectal swab	55532.3	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	H	9	2	NA	359	P2.72	6/14/22	47.7	7/19/22	Set B REF 20026930	H09	H09	9.6	No	NA	9.6	0.13
Pig-55532-3-RecSwb-D4_S139	Rectal swab	55532.3	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	D	7	2	NA	316	P2.52	6/13/22	94.6	7/19/22	Set B REF 20026930	D07	D07	11	No	NA	11	0.24
Pig-55532-3-RecSwb-D7_S128	Rectal swab	55532.3	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	C	8	2	NA	330	P2.59	6/14/22	6.4	7/19/22	Set B REF 20026930	C08	C08	7.7	No	NA	7.7	0.28
Pig-55532-4-RecSwb-D14_S117	Rectal swab	55532.4	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	B	9	2	NA	345	P2.66	6/14/22	48.2	7/19/22	Set B REF 20026930	B09	B09	12.6	No	NA	12.6	0.2
Pig-55532-4-RecSwb-D2_S174	Rectal swab	55532.4	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	G	6	2	NA	303	P2.47	6/13/22	127.8	7/19/22	Set B REF 20026930	G06	G06	1.5	No	NA	1.5	0.2
Pig-55532-4-RecSwb-D21_S106	Rectal swab	55532.4	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	A	10	2	NA	360	P2.73	6/14/22	1.5	7/19/22	Set B REF 20026930	A10	A10	1.2	No	NA	1.2	0.53
Pig-55532-4-RecSwb-D4_S151	Rectal swab	55532.4	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	E	7	2	NA	317	P2.53	6/13/22	108.1	7/19/22	Set B REF 20026930	E07	E07	5.8	No	NA	5.8	0.4
Pig-55532-4-RecSwb-D7_S140	Rectal swab	55532.4	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	D	8	2	NA	331	P2.60	6/14/22	0.2	7/19/22	Set B REF 20026930	D08	D08	9.8	No	NA	9.8	0.39
Pig-55532-5-RecSwb-D14_S129	Rectal swab	55532.5	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	C	9	2	NA	346	P2.67	6/14/22	59.6	7/19/22	Set B REF 20026930	C09	C09	7.7	No	NA	7.7	0.44
Pig-55532-5-RecSwb-D2_S186	Rectal swab	55532.5	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	H	6	2	NA	302 (304?)	P2.48	6/13/22	98.6	7/19/22	Set B REF 20026930	H06	H06	1.3	No	NA	1.3	0.15
Pig-55532-5-RecSwb-D21_S118	Rectal swab	55532.5	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	B	10	2	NA	361	P2.74	6/14/22	3.2	7/19/22	Set B REF 20026930	B10	B10	11.7	No	NA	11.7	0.37
Pig-55532-5-RecSwb-D4_S163	Rectal swab	55532.5	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	F	7	2	NA	318	P2.54	6/13/22	31.3	7/19/22	Set B REF 20026930	F07	F07	10.6	No	NA	72.5	0.01
Pig-55532-5-RecSwb-D7_S152	Rectal swab	55532.5	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	E	8	2	NA	332	P2.61	6/14/22	32.6	7/19/22	Set B REF 20026930	E08	E08	4.4	No	NA	4.4	0.05
Pig-55532-6-RecSwb-D14_S141	Rectal swab	55532.6	55532	Pig	Day 14	No	2	NA	9/10/20	55532	NA	D	9	2	NA	347	P2.68	6/14/22	10	7/19/22	Set B REF 20026930	D09	D09	3.5	No	NA	3.5	0.42
Pig-55532-6-RecSwb-D2_S103	Rectal swab	55532.6	55532	Pig	Day 2	No	2	NA	8/29/20	55532	NA	A	7	2	NA	305	P2.49	6/13/22	8.8	7/19/22	Set B REF 20026930	A07	A07	1.3	No	NA	1.3	0.23
Pig-55532-6-RecSwb-D21_S130	Rectal swab	55532.6	55532	Pig	Day 21	No	2	NA	9/17/20	55532	NA	C	10	2	NA	362	P2.75	6/14/22	14.3	7/19/22	Set B REF 20026930	C10	C10	1.7	No	NA	1.7	0.24
Pig-55532-6-RecSwb-D4_S175	Rectal swab	55532.6	55532	Pig	Day 4	No	2	NA	8/31/20	55532	NA	G	7	2	NA	319	P2.55	6/13/22	126.2	7/19/22	Set B REF 20026930	G07	G07	10.5	No	NA	10.5	0.18
Pig-55532-6-RecSwb-D7_S164	Rectal swab	55532.6	55532	Pig	Day 7	No	2	NA	9/3/20	55532	NA	F	8	2	NA	333	P2.62	6/14/22	38.3	7/19/22	Set B REF 20026930	F08	F08	10.4	No	NA	10.4	0.28
Pig-55532-crpfdr-D14_S309	Creep feeder	NA	NA	Pig	Day 14	No	NA	NA	9/10/20	55532	NA	B	9	4	NA	356	P4.66	6/17/22	53.1	8/10/22	Set D REF 20026933	B09	B09	4	No	NA	4	0.17
Pig-55532-Feces-D14-348-C_S3	Feces	55532	55532	Pig	Day 14	No	2	NA	9/10/20	55532	0.1885	A	3	1	348.C	348	P1.17	6/7/22	299.5	7/14/22	Set A REF 20025019	A03	A03	0	Yes	4.8	4.8	0.24
Pig-55532-Feces-D2-306-A_S62	Feces	55532	55532	Pig	Day 2	No	2	NA	8/29/20	55532	0.1999	F	2	1	306.A	306	P1.14	6/7/22	274.1	7/14/22	Set A REF 20025019	F02	F02	2.3	No	NA	2.3	0.18
Pig-55532-Feces-D21-363-A_S15	Feces	55532	55532	Pig	Day 21	No	2	NA	9/17/20	55532	0.1442	B	3	1	363.A	363	P1.18	6/7/22	239.5	7/14/22	Set A REF 20025019	B03	B03	1.5	No	NA	1.5	0.46
Pig-55532-Feces-D4-320-A_S74	Feces	55532	55532	Pig	Day 4	No	2	NA	8/31/20	55532	0.2991	G	2	1	320.A	320	P1.15	6/7/22	197.9	7/14/22	Set A REF 20025019	G02	G02	1	No	NA	1	0.16
Pig-55532-Feces-D7-334-A_S86	Feces	55532	55532	Pig	Day 7	No	2	NA	9/3/20	55532	0.1734	H	2	1	334.A	334	P1.16	6/7/22	260.3	7/14/22	Set A REF 20025019	H02	H02	0.2	Yes	4.6	4.6	0.2
Pig-55532-Feed-D2_S346	Sow Feed	NA	NA	Pig	Day 2	No	NA	NA	8/29/20	55532	NA	E	10	4	NA	299	P4.77	6/17/22	268.6	8/10/22	Set D REF 20026933	E10	E10	7.5	No	NA	7.5	0.2
Pig-55532-Floor-D14_S370	Floor	NA	NA	Pig	Day 14	No	NA	NA	9/10/20	55532	NA	G	11	4	NA	355	P4.87		0.52	8/10/22	Set D REF 20026933	G11	G11	10.8	No	NA	10.8	0.23
Pig-55532-vaginalswab-D1_S295	Vaginal swab	55532	55532	Pig	Day 1	No	2	NA	8/28/20	55532	NA	A	7	4	NA	298	P4.49	6/17/22	598.5	8/10/22	Set D REF 20026933	A07	A07	4.3	No	NA	4.3	0.2
Pig-55532-vaginalswab-Dneg1_S376	Vaginal swab	55532	55532	Pig	Day -1	No	2	NA	8/26/20	55532	NA	H	6	4	NA	297	P4.48	6/17/22	102.1	8/10/22	Set D REF 20026933	H06	H06	5.6	No	NA	5.6	0.09
Pig-55535-1-RecSwb-D14_S212	Rectal swab	55535.1	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	B	8	3	NA	416	P3.58	6/15/22	65.9	8/2/22	Set C REF 20026934	B08	B08	2.7	No	NA	2.7	0.19
Pig-55535-1-RecSwb-D2_S269	Rectal swab	55535.1	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	G	5	3	NA	374	P3.39	6/15/22	10.5	8/2/22	Set C REF 20026934	G05	G05	6.6	No	NA	6.6	0.17
Pig-55535-1-RecSwb-D21_S284	Rectal swab	55535.1	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	H	8	3	NA	431	P3.64	6/15/22	72.7	8/2/22	Set C REF 20026934	H08	H08	6.1	No	NA	6.1	0.81
Pig-55535-1-RecSwb-D4_S246	Rectal swab	55535.1	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	E	6	3	NA	388	P3.45	6/15/22	2	8/2/22	Set C REF 20026934	E06	E06	16.2	No	NA	16.2	0.2
Pig-55535-1-RecSwb-D7_S223	Rectal swab	55535.1	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	C	7	3	NA	402	P3.51	6/15/22	17.1	8/2/22	Set C REF 20026934	C07	C07	13.1	No	NA	13.1	0.15
Pig-55535-2-RecSwb-D14_S224	Rectal swab	55535.2	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	C	8	3	NA	417	P3.59	6/15/22	47.6	8/2/22	Set C REF 20026934	C08	C08	4.9	No	NA	4.9	0.06
Pig-55535-2-RecSwb-D2_S281	Rectal swab	55535.2	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	H	5	3	NA	375	P3.40	6/15/22	9.1	8/2/22	Set C REF 20026934	H05	H05	8.8	No	NA	8.8	0.17
Pig-55535-2-RecSwb-D21_S201	Rectal swab	55535.2	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	A	9	3	NA	432	P3.65	6/15/22	28.1	8/2/22	Set C REF 20026934	A09	A09	6.1	No	NA	6.1	0.05
Pig-55535-2-RecSwb-D4_S258	Rectal swab	55535.2	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	F	6	3	NA	389	P3.46	6/15/22	28.8	8/2/22	Set C REF 20026934	F06	F06	1.3	No	NA	1.3	0.13
Pig-55535-2-RecSwb-D7_S235	Rectal swab	55535.2	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	D	7	3	NA	403	P3.52	6/15/22	114.4	8/2/22	Set C REF 20026934	D07	D07	4.7	No	NA	4.7	0.14
Pig-55535-3-RecSwb-D14_S236	Rectal swab	55535.3	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	D	8	3	NA	418	P3.60	6/15/22	46.5	8/2/22	Set C REF 20026934	D08	D08	4.6	No	NA	4.6	0.16
Pig-55535-3-RecSwb-D2_S198	Rectal swab	55535.3	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	A	6	3	NA	376	P3.41	6/15/22	-0.2	8/2/22	Set C REF 20026934	A06	A06	8.6	No	NA	8.6	0.36
Pig-55535-3-RecSwb-D21_S213	Rectal swab	55535.3	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	B	9	3	NA	433	P3.66	6/15/22	78.2	8/2/22	Set C REF 20026934	B09	B09	4.6	No	NA	4.6	0.19
Pig-55535-3-RecSwb-D4_S270	Rectal swab	55535.3	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	G	6	3	NA	390	P3.47	6/15/22	156.3	8/2/22	Set C REF 20026934	G06	G06	7.4	No	NA	7.4	0.17
Pig-55535-3-RecSwb-D7_S247	Rectal swab	55535.3	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	E	7	3	NA	404	P3.53	6/15/22	20	8/2/22	Set C REF 20026934	E07	E07	8.4	No	NA	8.4	0.19
Pig-55535-4-RecSwb-D14_S248	Rectal swab	55535.4	55535	Pig	Day 14	No	2	NA	9/11/20	55535	NA	E	8	3	NA	419	P3.61	6/15/22	49.9	8/2/22	Set C REF 20026934	E08	E08	2.2	No	NA	2.2	0.16
Pig-55535-4-RecSwb-D2_S210	Rectal swab	55535.4	55535	Pig	Day 2	No	2	NA	8/30/20	55535	NA	B	6	3	NA	377	P3.42	6/15/22	5.7	8/2/22	Set C REF 20026934	B06	B06	1.4	No	NA	1.4	0.15
Pig-55535-4-RecSwb-D21_S225	Rectal swab	55535.4	55535	Pig	Day 21	No	2	NA	9/18/20	55535	NA	C	9	3	NA	434	P3.67	6/15/22	85.4	8/2/22	Set C REF 20026934	C09	C09	3	No	NA	3	0.12
Pig-55535-4-RecSwb-D4_S282	Rectal swab	55535.4	55535	Pig	Day 4	No	2	NA	9/1/20	55535	NA	H	6	3	NA	391	P3.48	6/15/22	9.9	8/2/22	Set C REF 20026934	H06	H06	3.9	No	NA	3.9	0.19
Pig-55535-4-RecSwb-D7_S259	Rectal swab	55535.4	55535	Pig	Day 7	No	2	NA	9/4/20	55535	NA	F	7	3	NA	405	P3.54	6/15/22	40.6	8/2/22	Set C REF 20026934	F07	F07	7.6	No	NA	7.6	0.22
